"Designator","Val","Package","Mid X","Mid Y","Rotation","Layer"
"J1","SOCKET-BACK","Header_1x10_backside","116.500000","-143.570000","180.000000","bottom"
"J2","PJ398SM","Jack_3.5mm_PJ398SM_Thonkiconn","108.000000","-106.170000","0.000000","top"
"J3","PJ398SM","Jack_3.5mm_PJ398SM_Thonkiconn","108.000000","-119.920000","0.000000","top"
"J4","PJ398SM","Jack_3.5mm_PJ398SM_Thonkiconn","108.000000","-133.670000","0.000000","top"
"J5","PJ398SM","Jack_3.5mm_PJ398SM_Thonkiconn","108.000000","-147.420000","0.000000","top"
"J6","PJ398SM","Jack_3.5mm_PJ398SM_Thonkiconn","108.000000","-161.170000","0.000000","top"
"J7","PJ398SM","Jack_3.5mm_PJ398SM_Thonkiconn","108.000000","-174.920000","0.000000","top"
"J8","PJ398SM","Jack_3.5mm_PJ398SM_Thonkiconn","108.000000","-188.670000","0.000000","top"
"J9","PJ398SM","Jack_3.5mm_PJ398SM_Thonkiconn","108.000000","-202.420000","0.000000","top"
