"Comment","Designator","Footprint","LCSC Part #"
"NAAR KAART","J1","PinSocket_1x10_P2.54mm_Vertical","C19268703"
"PJ398SM","J2,J3,J4,J5,J6,J7,J8,J9","Jack_3.5mm_PJ398SM_Thonkiconn",""
