"Comment","Designator","Footprint","LCSC Part #"
"NAAR KAART","J1","PinSocket_1x10_P2.54mm_Vertical",""
"PJ398SM","J2,J3,J4,J5,J6,J7,J8,J9","Jack_3.5mm_PJ398SM_Thonkiconn",""
"NORM=GND (dicht voor inputs)","JP1","SolderJumper-2_P1.3mm_Open_TrianglePad1.0x1.5mm",""
