"Comment","Designator","Footprint","LCSC Part #"
"100n","C1,C2,C3,C4,C5,C6,C7,C8,C9","C_0805_2012Metric",""
"10u","C10","CP_Elec_4x5.3",""
"BUS","J1","PinHeader_2x10_P2.54mm_Horizontal",""
"10k RK097N","RV1,RV2,RV3,RV4,RV5,RV6,RV7,RV8","RK097N_Horizontal",""
"MCP3208","U1","SOIC-16_3.9x9.9mm_P1.27mm",""
