"Designator","Val","Package","Mid X","Mid Y","Rotation","Layer"
"J1","SOCKET-BACK","Header_1x06_backside","116.500000","-143.570000","180.000000","bottom"
"J2","PJ398SM","Jack_3.5mm_PJ398SM_Thonkiconn","108.000000","-108.000000","0.000000","top"
"J3","PJ398SM","Jack_3.5mm_PJ398SM_Thonkiconn","108.000000","-121.750000","0.000000","top"
"J4","PJ398SM","Jack_3.5mm_PJ398SM_Thonkiconn","108.000000","-135.500000","0.000000","top"
"J5","PJ398SM","Jack_3.5mm_PJ398SM_Thonkiconn","108.000000","-149.250000","0.000000","top"
