"Comment","Designator","Footprint","LCSC Part #"
"NAAR KAART","J1","PinSocket_1x06_P2.54mm_Vertical","C124415"
"PJ398SM","J2,J3,J4,J5","Jack_3.5mm_PJ398SM_Thonkiconn",""
