"Comment","Designator","Footprint","LCSC Part #"
"100n","C1,C2,C3,C4,C5,C6,C7,C8,C9","C_0805_2012Metric","C49678"
"BUS","J1","PinHeader_2x10_P2.54mm_Horizontal",""
"NAAR POT8-FRONT","J2","PinHeader_1x10_P2.54mm_Horizontal",""
"MCP3208","U1","SOIC-16_3.9x9.9mm_P1.27mm","C16939"
