Ref,Val,Package,PosX,PosY,Rot,Side
"J1","SOCKET-BACK","Header_1x06_backside",115.000000,-126.150000,0.000000,top
"J2","PJ398SM","Jack_3.5mm_PJ398SM_Thonkiconn",108.000000,-108.000000,0.000000,top
"J3","PJ398SM","Jack_3.5mm_PJ398SM_Thonkiconn",108.000000,-123.000000,0.000000,top
"J4","PJ398SM","Jack_3.5mm_PJ398SM_Thonkiconn",108.000000,-138.000000,0.000000,top
"J5","PJ398SM","Jack_3.5mm_PJ398SM_Thonkiconn",108.000000,-153.000000,0.000000,top
