"Designator","Val","Package","Mid X","Mid Y","Rotation","Layer"
"J1","SOCKET-BACK","Socket_1x10_backside","116.500000","-143.570000","180.000000","bottom"
"RV1","RK097N 10k","RK097N_Vertical","108.000000","-106.875000","0.000000","top"
"RV2","RK097N 10k","RK097N_Vertical","108.000000","-120.625000","0.000000","top"
"RV3","RK097N 10k","RK097N_Vertical","108.000000","-134.375000","0.000000","top"
"RV4","RK097N 10k","RK097N_Vertical","108.000000","-148.125000","0.000000","top"
"RV5","RK097N 10k","RK097N_Vertical","108.000000","-161.875000","0.000000","top"
"RV6","RK097N 10k","RK097N_Vertical","108.000000","-175.625000","0.000000","top"
"RV7","RK097N 10k","RK097N_Vertical","108.000000","-189.375000","0.000000","top"
"RV8","RK097N 10k","RK097N_Vertical","108.000000","-203.125000","0.000000","top"
