"Comment","Designator","Footprint","LCSC Part #"
"NAAR RISER (achterzijde)","J1","Socket_1x10_backside",""
"RK097N 10k lin","RV1,RV2,RV3,RV4,RV5,RV6,RV7,RV8","RK097N_Vertical",""
