"Designator","Val","Package","Mid X","Mid Y","Rotation","Layer"
"J1","BUS","PinHeader_2x12_P2.54mm_Horizontal","133.970000","-138.420000","-90.000000","top"
"J2","NAAR FRONT","PinHeader_1x10_P2.54mm_Horizontal","108.570000","-104.040000","90.000000","top"
